name,value,parent
Origin,,
H_XACC,15.529373913043477,Origin
H_XBBNA,1.6999266055045872,Origin
H_XELSE,7.324521739130436,Origin
H_XEQU,17.628,Origin
H_XNEED,25.756382608695652,Origin
H_XOTH,4.654730434782608,Origin
H_XSEC,3.9196819787985864,Origin
H_XSKL,19.841495652173915,Origin
