name,value,parent
Origin,,
H_XACC,15.597701342281878,Origin
H_XBBNA,1.6697770154373928,Origin
H_XDIS,1.5252820512820513,Origin
H_XELSE,8.178087248322148,Origin
H_XEQU,17.509563758389262,Origin
H_XNEED,26.821610738255035,Origin
H_XOTH,4.981610738255034,Origin
H_XSEC,3.5640268456375837,Origin
H_XSKL,19.1768288590604,Origin
