name,value,parent
Origin,,
H_XACC,10.411472172351884,Origin
H_XBBNA,1.5216044776119404,Origin
H_XELSE,4.515583482944344,Origin
H_XEQU,10.9483842010772,Origin
H_XNEED,22.07258527827648,Origin
H_XOTH,4.425134649910234,Origin
H_XSEC,4.488996350364963,Origin
H_XSKL,18.377342908438063,Origin
