name,value,parent
Origin,,
H_XACC,12.227202268431002,Origin
H_XBBNA,1.9681620553359684,Origin
H_XDIS,0,Origin
H_XELSE,5.907334593572779,Origin
H_XEQU,14.379961538461538,Origin
H_XNEED,23.565198487712664,Origin
H_XOTH,5.199206049149338,Origin
H_XSEC,3.83525,Origin
H_XSKL,20.88536862003781,Origin
