name,value,parent
Origin,,
H_XACC,13.14188581314879,Origin
H_XBBNA,1.6113381555153707,Origin
H_XDIS,0,Origin
H_XELSE,6.562404844290658,Origin
H_XEQU,15.228391003460208,Origin
H_XNEED,24.80342560553633,Origin
H_XOTH,5.156003460207613,Origin
H_XSEC,3.839930795847751,Origin
H_XSKL,20.35418685121107,Origin
