name,value,parent
Origin,,
H_XACC,11.79838160136286,Origin
H_XBBNA,1.6451788756388417,Origin
H_XDIS,0,Origin
H_XELSE,5.523952299829642,Origin
H_XEQU,12.994293015332197,Origin
H_XNEED,22.79223168654174,Origin
H_XOTH,5.265945485519591,Origin
H_XSEC,4.092768166089965,Origin
H_XSKL,19.99603066439523,Origin
