name,value,parent
Origin,,
H_XACC,13.490434782608697,Origin
H_XBBNA,1.6587661141804788,Origin
H_XDIS,0,Origin
H_XELSE,7.295865724381626,Origin
H_XEQU,14.886105072463767,Origin
H_XNEED,24.12749116607774,Origin
H_XOTH,5.483374558303887,Origin
H_XSEC,4.348551236749117,Origin
H_XSKL,20.43005300353357,Origin
